Descricao;Class
possui graduacao em engenharia eletrica  pela universidade federal do para  em analise e desenvolvimento de sistemas pela faculdade de tecnologia do estado de sao paulo  mestrado em engenharia eletrica  pela universidade federal do para  e doutorado em engenharia eletronica e computacao  pelo instituto tecnologico de aeronautica  atualmente e tecnologista pleno do instituto nacional de pesquisas espaciais tem experiencia na area de engenharia eletronica e computacao com enfase em modelagem e controle de sistemas dinamicos engenharia de software gestao tecnica de projetos otimizacao redes neurais artificiais sistemas computacionais de tempo real algoritmos geneticos e sistemas fuzzy tem interesse em trabalhos que venham a diminuir a distancia entre aspectos teoricos e implementacoesaplicacoes praticas em especial aqueles envolvendo processamento distribuido e processamento de imagens tecnologia em analise e desenvolvimento de sistemas agmvc uma arquitetura extensivel para simulacoes de otimizacao usando algoritmo genetico engenharia eletrica monitoracao remota de hidrogeradores utilizando instrumentacao virtual engenharia eletrica identificacao de sistemas dinamicos naolineares utilizando redes neurais artificiais treinadas com algoritmos geneticos electric engineering identificacao de sistemas dinamicos engenharia eletronica e computacao controle adaptativo de sistemas dinamicos naolineares utilizando realimentacao de saida e redes neurais artificiais electric engineering;0
 professor da etec prof jose santana de castro  centro estadual de educacao tecnologica paula souza coordenador do curso tecnico em administracao da etec prof jose santana de castro  centro paula souza professor na area de gestao na faculdade de tecnologia jessen vidal  fatec sao jose dos campos  centro paula souza professor titular na faculdade de ciencias humanas de cruzeiro  facic professor titular na faculdade santa cecilia  fascespecialista em auditoria e administracao financeira  unitauespecialista em gestao de recursos humanos  unisalespecialista em psicopedagogia  unimesmestre em administracao  gestao e desenvolvimento regional  unitaugraduado em economia pela faculdade de ciencias administrativas contabeis e economicas de guaratingueta  splicenciado em administracao contabilidade e economia pela faculdade campos salles  sao paulo  sp pedagogia  licenciatura para ensino de nivel tecnico no eixo ;0
possui graduacao em engenharia de computacao pela universidade federal do para  e mestrado em computacao aplicada pelo instituto nacional de pesquisas espaciais  iniciou doutorado em computacao aplicada no instituto nacional de pesquisas espaciais  sob orientacao do dr haroldo fraga de campos velho e do dr elcio hideiti shiguemori e professor assistente ii na faculdade estadual de tecnologia de sao paulo campus sao jose dos campos  sp tem experiencia na area de engenharia da computacao e ciencia da computacao com enfase em rede de computadores aplicacoes distribuidas servidores de aplicacoes web mineracao de dados inteligencia artificial desenvolvimento de sistemas web e computacao embarcada possui experiencia no desenvolvimento de sistemas na linguagens java cc e c engenharia de computacao utilizacao de tecnicas de aprendizagem por reforco para modelagem e provisao de garantias de qos em redes de computadores computacao aplicada uso de algoritmos de mineracao de dados para agrupamento e busca de erros em series temporais coletadas a partir de geossensores um estudo de caso na mata atlantica  mineraca de dados computacao aplicada navegacao autonoma de veiculos aereos naotripulados computer science;0
possui graduacao em ciencia da computacao pela universidade de mogi das cruzes  e mestrado em engenharia eletronica e computacao pelo instituto tecnologico de aeronautica  atuando principalmente nas seguintes areas interacao humano computador  computacao movel open web platform  internet das coisas  engenharia de software e web services restful ciencia da computacao educacao a distancia mediada pela web engenharia eletronica e computacao uma abordagem baseada nos conceitos da arquitetura de software para o desenvolvimento de servicos interativos cossack electric engineering ciencia da computacao;0
cursei tres disciplinas isolada no instituto tecnologico de aeronautica  no ano de  disciplinas ce banco de dados ce tecnologias da informacao e ce qualidade confiabilidade e seguranca  de software possui pos graduacao lato sensu em redes de computadores pela esab  graduacao em licenciatura plena em informatica pelo instituto dottori de ensino superior  faculdade dottori  e graduacao em redes de computadores pela faculdade de tecnologia de sao jose dos campos  atualmente e docente da faculdade de tecnologia de sao jose dos campos prof jessen vidal escola tecnica estadual de estado de sao paulo etec conego jose bento e etec de sao jose dos campos do centro estadual de educacao tecnologica paula souza coordenador de projetos laboratorio e manutencao de computadores tem experiencia na area de ciencia da computacao fui coordenador de curso tecnico em redes de computadores da etec conego jose bento durante  anos e coordenador do curso tecnico integrado ao ensino medio de informatica  licenciatura plena em informatica  redes de computadores projeto de integracao de uma rede multimidia no predio da fatecsjc;0
doutorando em engenharia e ciencia de materiais no ictunifesp mestre em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica ita  graduado em engenharia mecanica  e fisica  pela universidade de taubate experiencia de quatro anos na area de educacao no ensino superior ministrando aulas de metrologia materiaistecnologia de fabricacao elementos de maquinas e trabalho de graduacao quatro anos na area de educacao em colegio tecnico ministrando aulas de metodos e processos industriais tecnologia de fabricacao mecanica e quinze anos no ensino medio ministrando aulas de fisica vivencia de vinte anos em supervisao de processos industriais e controle de qualidade na industria metalurgica e farmaceutica licenciatura em fisica estagio supervisionado em aulas de fisica engenharia mecanica engenharia de processo produtivo engenharia aeronautica e mecanica tratamento termico superficial do aco aisi m via laser co  mechanical engineering aco aisi m doutorado em engenharia e ciencia de materiais estudo do comportamento em fluencia de niobio tratado via implantacao ionica por imersao em plasma ;0
mestre em ciencia da computacao  pelo instituto tecnologico de aeronautica e bacharel em ciencia da computacao  pela universidade do oeste paulista foi professora das instituicoes de ensino ibta e senac e trabalhou na mapfre seguradora  sao paulo como consultora de negocios de ti atualmente leciona nas instituicoes de ensino fatec  sjc e cetec educacional atuando principalmente nas areas de banco de dados e engenharia de software bacharelado em ciencia da computacao componente com aspectos de banco de dados temporais engenharia eletronica e computacao desenvolvimento de um prototipo de simulador para monitoramento e vigilancia do espaco aereo electric engineering desenvolvimento de software;0
mestre em gestao e desenvolvimento da educacao profissional pelo centro paula souza pos graduacao em metodologia do ensino da lingua inglesa pelas faculdades integradas de brasilia graduada em pedagogia com especializacao em supervisao escolar e orientacao educacional graduada  em letras portuguesingles   diploma de proficiency pela universidade de cambridge cultura inglesa de sao paulo diplomas de nancy i nancy ii e nancy iii pela universidade de nancyalianca francesa de sao paulo cursou dois anos de direito pela universidade metodista de piracicaba unimep professora de ensino superior medio tecnico e tecnico do centro paula souza atua junto a fat fundacao de apoio a tecnologia como coordenadora e professora em projetos de ensino da lingua inglesa junto a comunidades locais e a empresas atualmente leciona ingles na fatec de sao jose dos campos sp onde tambem e aplicadora dos exames de proficiencia em ingles toeic e eva  experiencia como professora de comunicacao e expressao na faculdade de tecnologia de praia grande  fatec pg e de ingles na faculdade de tecnologia de sao roque onde ministrou as disciplinas ingles i ingles ii ingles iii ingles iv ingles v ingles vi no curso de gestao de turismo lecionou ingles e portugues na faculdade de tecnologia do tatuape  fatec victor civita foi mediadora presencial no curso ead de gestao empresarial nas disciplinas ingles e portugues responsavel pela preparacao para o exame do enade do curso de ads  da fatec praia grande com enfase em interpretacao de texto responsavel pelas disciplinas de portugues e ingles no piva  na fatec praia grande atuou ainda como revisora e tradutora da revista insiet da fatec victor civita tem experiencia como docente em varias etec da baixada santista  nas seguintes disciplinas  ingles instrumental lingua estrangeira moderna  lingua estrangeira moderna  dtcc  ptcc  lingua portuguesa sociologia filosofia e etica atualmente leciona na etec profa ilza nascimento pintus etec de sao jose dos campos  ingles instrumental lingua portuguesa e literatura filosofia sociologia e gestao de pessoas professora de tecnicas de redacaotem experiencia na iniciativa privada como gerente geral representante comercial e secretaria executiva bilingue com acentuada predominancia de atividades em grupos multinacionais tem experiencia como tradutora e interprete nos idiomas frances e ingles pedagogia  letras  portugues e ingles ;0
graduacao em computacao pela universidade de sao paulo  e mestrado em engenharia eletronica e computacao pelo instituto tecnologico de aeronautica  realizou pesquisas na area de ciencia da computacao em teoria dos grafos pesquisa operacional informatica na educacao e bancos de dados possui experiencia profissional em desenvolvimento de sistemas para instituicoes financeiras como itau bankboston credicard mastercard e pricewaterhousecoopers atualmente e docente da fatec sao jose dos campos interesses algoritmos estrutura de dados business intelligence data warehouse python pentaho nosql google technology junto com a pycursos criou o primeiro mooc para ensino de programacao em portugues python para zumbis httppycursoscompythonparazumbis nos tres primeiros anos tivemos  mil alunos inscritos gerando mais de  palestras e minicursos proferidos em quinze paises distintos em quatro continentes computacao  engenharia eletronica e computacao um metodo frugal para o problema de minimizacao de pilhas abertas electric engineering circuito hamiltoniano engenharia eletronica e computacao grafos intervalares e o mosp electric engineering;0
concluiu a graduacao em ciencia da computacao pela universidade federal de itajuba  em  obteve o mestrado em engenharia eletronica e computacao pelo instituto tecnologico de aeronautica  em  tem experiencia e interesse nas seguintes subareas de ciencia da computacao banco de dados engenharia de software inteligencia artificial e processos de desenvolvimento de software ciencia da computacao um ambiente para a construcao de sistemas especialistas engenharia eletronica e computacao uma arquitetura adaptativa para tomada de decisoes em jogos eletronicos electric engineering inteligencia artificial;0
professora doutora em ciencias pela poliusp mestre em ensino de matematica pela pontificia universidade catolica de sao paulo  pucsp especialista em didatica e metodologia do ensino superior especialista em modelagem matematica em ensinoaprendizagem especialista em matematica graduada em ciencias  licenciatura plena e bacharelado  habilitacao em matematica foi chefe do departamento de matematica da universidade de mogi das cruzes vicediretora e coordenadora do curso de ciencias contabeis da faculdade maria augusta coordenadora do curso de tecnologia em redes de computadores do curso de licenciatura em matematica e coordenadora pedagogica da faculdade anhanguera de jacarei e coordenadora do polo de ensino a distancia  ead polo de jacarei da universidade anhanguera  uniderp foi supervisora dos cursos de licenciatura em matematica das unidades mantidas pela anhanguera educacional sa atuou como orientadora de polo ead do cst em gestao empresarial na fatec de jacarei atualmente e professora da fatec  faculdade de tecnologia prof jessen vidal em sao jose dos campossp e da fatec de jacarei e avaliadora do sistema nacional de avaliacao da educacao superior  inepmec nos cursos superiores de tecnologia  cursos presenciais e ead cienciaslic plena e bach hab matematica  ensino de matematica conceito de funcao uma abordagem do processo ensinoaprendizagem  engenharia eletrica um estudo exploratorio do impacto do desempenho de alunos em disciplinas basicas no curso de engenharia eletrica da escola politecnica da universidade de sao paulo electric engineering;0
possui graduacao em matematica pela universidade do estado do paranaunesparfafi  e mestrado em engenharia de producao pela universidade federal de santa catarinaufsc  possui lato sensu em educacao ambiental pela unicentro  novas tecnologias para o ensino da matematica  pela uff e gestao e implementacao de educacao a distancia pela universidade federal fluminenseuff  matematica  engenharia de producao diagnostico ambiental e proposta de implementacao do programa de gerenciamento costeiro integrado da bacia hidrografica do rio ratones ilha de santa catarina sc production engineering gerenciamento costeiro integrado;0
possui graduacao em matematica pela universidade do estado do paranaunesparfafi  e mestrado em engenharia de producao pela universidade federal de santa catarinaufsc  possui lato sensu em educacao ambiental pela unicentro  novas tecnologias para o ensino da matematica  pela uff e gestao e implementacao de educacao a distancia pela universidade federal fluminenseuff  matematica  engenharia de producao diagnostico ambiental e proposta de implementacao do programa de gerenciamento costeiro integrado da bacia hidrografica do rio ratones ilha de santa catarina sc production engineering gerenciamento costeiro integrado;0
possui graduacao em bach ciencia da computacao pela universidade do oeste paulista  mestrado na area de seguranca pelo ita com o tema estendendo modelos de controle de acesso para uma nova abordagem em seguranca trabalhou como gerente operacional de projeto e analista de seguranca da informacao no instituto tecnologico de aeronautica pelo projeto de integracao e cooperacao amazonica para modernizacao do monitoramento hidrologico  tem experiencia na area de seguranca da informacao modelos de controle de acesso e governanca de ti atou como coordenador e professor da faculdade de tecnologia de sao jose dos campos no curso de banco de dados ou redes de computadores de  a  bach ciencia da computacao estudo de tecnicas de desenvolvimento de jogos engenharia eletronica e computacao estendendo modelos de controle de acesso para uma nova abordagem em seguranca electric engineering access control;0
possui doutorado em administracao pela universidade nove de julho  mestrado em gestao e desenvolvimento regional pela universidade de taubate  especializacao em controladoria pela faap  e graduacao em administracao de empresas pela universidade metodista de sao paulo  foi diretor da faculdade de tecnologia de sao jose dos campos  fatec  foi coordenador dos cursos de tecnologia em logistica tecnologia em gestao da producao industrial e posgraduacao em logistica empresarial na fatec sjc foi professor de ensino superior e cursos de posgraduacao na unip unitau ibta e faculdade maria augusta foi bolsista de extensao do cnpq atualmente e professor do ensino superior  na fatec sjc e membro do comite tecnico da incubadora de negocios do parque tecnologico de sao jose dos campos trabalhou por  anos em empresas de grande porte atuando em diversas areas controladoria planejamento estrategico comercial e marketing tem experiencia na area de administracao com enfase em mercadologia atuando principalmente nos seguintes temas gestao de projetos planejamento estrategico planejamento de marketing empreendedorismo inovacao pequena empresa e estrutura organizacional administracao de empresas  gestao e desenvolvimento regional percepcao dos gerentes de projetos quanto as habilidades necessarias para o exercicio da profissao  administracao empreendedorismo regional e desenvolvimento local administration;0
possui graduacao em bacharelado em ciencia da computacao pela universidade de taubate  e mestrado em engenharia eletronica e computacao pelo instituto tecnologico de aeronautica  e professor titular na categoria iii do curso de tecnologia em analise e desenvolvimento de sistemas das fatecs cruzeiro e sao jose dos campossp na qual foi coordenador de curso tambem e professor parcial do unisal centro universitario salesiano do estado de sao paulo unidade lorena nos cursos de ciencia da computacao e engenharia da computacao tem experiencia na area de computacao especialmente como consultor e professor com enfase nos seguintes temas engenharia de software data warehouse big data e banco de dados em posgraduacao docencia em disciplinas que envolvem engenharia de software data warehouse big data e banco de dados e supervisor de posgraduacao em ti dos cursos de especializacao em desenvolvimento de sistemas web e mobile e mba em gestao de tecnologia da informacao e sistemas erp coordena e organiza eventos de tecnologia da informacao bem como atua no pq tecnologico de sao jose dos campos como consultor em projetos de cti bacharelado em computacao implementacao de um sgbd relacional usando c engenharia eletronica e computacao metodos de solucao para a montagem de grades escolares electric engineering inteligencia artificial;0
possui graduacao em engenharia eletrica pela universidade estadual paulista julio de mesquita filho  mestrado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  doutorado em engenharia aeronautica e mecanica pelo instituto tecnologico de aeronautica  associado com periodo de doutorado sandwich  em mechanical engineering  university of dundee  tem experiencia na area de engenharia mecanica com enfase em controle de sistemas mecanicos automacao industrial simulacao de plantas industriais virtuais impressao d mecatronica projeto de dispositivos medicos visao computacional engenharia eletrica  engenharia aeronautica e mecanica implementacao e analise de tecnicas de fusao sensorial aplicadas a robotica aerospace engineering visao computacional engenharia aeronautica e mecanica design and commissioning of an intelligent saw system for assisting osteotomy surgery aerospace engineering;1
possui graduacao em direito pela faculdade de direito de taubate  graduacao em letras pela faculdade de filosofia ciencias e letras de taubate  graduacao em pedagogia pela faculdade de educacao de guaratingueta  mestrado em direito pela pontificia universidade catolica de sao paulo  e doutorado em direito pela pontificia universidade catolica de sao paulo  atualmente e professora de direito e comunicacao e expressao da faculdade de tecnologia de sao jose dos campos direito  letras  pedagogia  direito  law direito  law;1
expertises  flight controls flybywire system development aircraft maintenance troubleshooting and corrective actions aircraft safety and airworthness aircraft quality assurance aircraft operation  program management  scope schedule cost risk time communication and procurement customer service business strategy ethics  best practices projetos mecanicos  engenharia mecanica reparos em estrutura metalicas aplicadas em aeronaves com fuselagem pressurizada;1
mestre em engenharia eletronica e computacao  instituo tecnologico de aeronautica engenheiro de infraestrutura aeronautica  instituto tecnologico de aeronautica professor da faculdade de tecnologia de sao jose dos campos das disciplinas arquitetura e organizacao de computadores fundamentos de redes de computadores tecnologia e ambiente e meio ambiente e saude professor da disciplina ciencias ambientais e das aguas da faculdade de tecnologia de jacarei socio diretor das empresas micro assist infomatica ltda e actie ltda com sede em sao jose dos campos experiencia na area de informatica redes de computadores microcomputadores cabeamento estruturado de redes fibras oticas etc engenharia civil engenharia mecanica transmissao e conservacao de energia educacao em energia e meio ambiente ex diretor da fatec guaratingueta ex diretor da fatec sao jose dos campos e ex coordenador dos cursos de estruturas leves automacao aeronautica e projetos de estruturas aeronauticas da fatec sao jose dos campos engenharia de infreestrutura aeronautica estudo comparativo tecnico e economico entre metodos de dimensionamento de pavimentos aeroportuarios formacao de oficiais aviadores  engenharia eletronica e computacao um sistema computadorizado de baixo custo para treinar controladores em radar de aproximacao de precisao  sipar electric engineering controle de trafego aereo engenharia mecanica  mechanical engineering;1
atualmente e professor de ensino superior no centro paula souza  e bolsista na subdivisao de aerodinamica  do instituto de aeronautica e espaco  possui graduacao em bacharelado em fisica com enfase em optica e fotonica pela universidade de sao paulo  e mestrado em engenharia mecanica pela universidade de sao paulo  bacharelado em fisica  engenharia mecanica avaliacao da tensao superficial parametros reologicos e atenuacao acustica de suspensoes de acai mechanical engineering acai engenharia e tecnologia espaciais estudo experimental de interacao turbulencia combustao e acustica aplicada a motores aeroespaciais aerospace engineering;1
engenheiro eletronico pelo instituto tecnologico de aeronautica  com mestrado  e doutorado  em electrical engineering  stanford university atualmente e diretor de projetos da funcate  fundacao de ciencia aplicacoes e tecnologia espaciais e professor  faculdade de tecnologia  fatecsjc tem experiencia na area de engenharia eletrica com enfase em teoria eletromagnetica propagacao de ondas optoeletronica circuitos eletronicos gerenciamento de projetos atuando principalmente em sistemas espaciais equipamentos eletronicos e optoeletronicos de alta confiabilidade e sensores e dispositivos a fibras opticas engenharia eletronica  electrical engineering drift reduction in optical fiber gyroscopes   electrical engineering drift reduction in optical fiber gyroscopes ;1
possui graduacao em engenharia industrial  mecanica pela universidade braz cubas especializacao em gestao de manufatura pelo instituto general motors  nos estados unidos mestrado em engenharia mecanica na area de automacao e controle industrial pela universidade de taubate atualmente e professor na faculdade de tecnologia prof jessen vidal de sao jose dos campos e tambem tecnico do instituto de aeronautica e espaco em sao jose dos campos na divisao de sistemas aeronauticos tem experiencia na industria de autopecas automobilistica farmaceutica e aeronautica nas areas de projetos processos ferramental manutencao qualidade manufatura e em projetos de estruturas aeronauticas engenharia industrial  mecanica ;1
possui graduacao em licenciatura em fisica pelo centro de desenvolvimento de tecnologia e recursos humanos  mestrado em geofisica espacial pelo instituto nacional de pesquisas espaciais  e doutorado em geofisica espacial pelo instituto nacional de pesquisas espaciais  atualmente e professora da faculdade de tecnologia prof jessen vidal tem experiencia na area de geociencias com enfase em geofisica espacial atuando principalmente nos seguintes temas airglow imageador e radar de laser para estudos na alta atmosfera licenciatura em fisica modellus  uma alternativa didatica no ensino da fisica geofisica espacial caracterizacao de disturbios ionosfericos propagantes na regiao de baixas latitudes no setor brasileiro associado a instabilidade de plasma perkins gerada em medias latitudes geophysics geofisica espacial estudo do mecanismo de geracao das camadas esporadica de sodio geophysics;1
graduado em engenharia mecanica pela universidade federal de pernambuco ufpe  com posgraduacao em engenharia da qualidade pela escola de engenharia industrial de sao jose dos campos eei possuo  anos de vivencia em industrias aeronauticas   anos em centro de pesquisa aeronautica e espaco  anos nas industrias automotivas tenho experiencia em coordenacao de equipes desenvolvimento de projetos engenharia da qualidade processos usinagem cnc convencional  corte a jato de agua fabricacao de pecas primarias try aut montagem de subconjuntos planejamento e montagem de estruturas aeronautica e montagem final da familia de avioes embraer  e  estive em missao internacional na europa por duas vezes como supervisor e engenheiro consultor tenho conhecimento e vivencia em sgq tpm s kaisen kanban dishukem lean manufacturing sigmassq ohsas  iso  iso  try aut smssou professor concursado de ensino superior na faculdade de tecnologia de sao jose dos campos fatec prof jessen vidal desde marco  onde leciono processos de fabricacao usinagem e processo de montagem sou mestre em ciencias pelo instituto tecnologico da aeronautica  ita no programa de pos graduacao em ciencias e tecnologia espaciais engenharia mecanica  ciencias e tecnologias espaciais analise da usinagem por furacao em um aco maraging  homogeneizado e envelhecido  aco maraging  usinagem caracmicro estrutural;1
possui graduacao em engenharia de eletronica pelo instituto tecnologico de aeronautica  e mestrado em engenharia eletronica e computacao pelo instituto tecnologico de aeronautica  atualmente e tecnologista pleno  departamento de ciencia e tecnologia aeroespacial e professor assistente da faculdade de tecnologia prof jessen vidal tem experiencia na area de engenharia eletrica com enfase em teoria eletromagnetica microondas propagacao de ondas antenas engenharia de eletronica modelocking acustooptico engenharia eletronica e computacao contribuicoes para o dimensionamento de fontes de frequencia sintetizadas electric engineering pll;1
